1024 2048
1012 402 804
90 4 769
586 574 711
1020 100 480
856 599 444
985 133 347
283 316 992
853 879 128
778 511 924
327 654 585
81 206 959
749 599 1019
198 512 972
50 257 552
594 978 731
352 531 837
810 142 221
753 503 692
24 808 89
739 551 162
12 901 581
430 899 385
556 132 427
466 215 57
512 796 3
804 622 174
40 704 712
858 839 624
219 552 904
808 647 560
497 819 235
534 602 242
328 599 785
495 37 849
714 942 74
123 440 984
758 80 549
874 1007 549
548 791 311
640 350 931
1001 822 823
337 463 318
885 128 905
497 645 152
576 674 736
810 846 202
98 165 53
105 72 411
158 240 199
704 336 486
602 161 207
642 990 848
167 944 973
348 446 698
589 296 427
565 261 889
273 864 288
787 172 707
219 553 340
675 827 403
251 789 431
321 320 825
280 970 712
387 377 698
891 308 891
82 693 298
628 358 550
397 872 396
818 964 193
800 701 600
769 427 1014
23 993 559
72 392 578
616 768 378
617 172 343
139 286 181
725 912 691
589 832 761
178 555 338
217 799 394
326 566 470
60 605 974
583 93 653
99 183 782
56 876 427
885 277 478
131 744 872
849 910 794
285 841 270
414 46 432
783 425 393
882 808 768
532 47 460
389 772 976
433 720 440
917 663 164
724 591 523
603 865 960
206 656 550
342 447 382
926 178 168
715 241 922
311 202 926
390 907 836
160 241 343
916 311 576
967 888 43
248 532 680
192 38 703
708 34 946
416 860 600
519 178 292
284 763 41
929 581 714
468 548 731
535 574 478
576 991 302
938 914 435
630 601 244
291 729 253
157 839 923
381 914 537
677 927 822
797 98 173
55 245 495
872 509 882
234 722 319
381 1006 558
408 742 526
786 923 186
824 204 628
992 963 736
744 887 502
812 127 473
999 467 79
290 862 775
784 851 28
840 539 109
902 508 583
5 489 750
225 168 217
292 957 294
652 553 114
262 549 747
745 36 583
473 600 933
996 396 619
792 728 883
514 265 381
925 14 905
560 763 869
429 1010 14
426 569 593
1009 129 616
643 756 595
140 186 481
750 531 1020
782 898 16
1004 561 897
213 770 196
401 532 217
575 1000 523
442 394 834
700 856 280
571 770 698
423 177 292
653 585 999
128 655 254
882 715 436
961 278 514
913 954 662
230 843 533
59 739 341
656 654 466
451 11 145
371 432 901
9 993 844
951 442 420
79 624 887
901 763 475
114 724 706
702 75 855
354 409 928
16 31 868
866 508 61
118 409 340
753 736 622
483 1005 582
771 1020 185
225 208 149
525 67 803
412 66 909
812 491 64
796 361 893
165 449 717
173 224 1006
802 632 503
199 677 377
676 772 867
623 76 52
416 309 974
639 943 970
939 12 375
113 470 431
192 423 304
806 710 145
358 906 355
718 623 712
1005 849 129
684 983 1
282 712 177
994 249 115
375 421 923
440 529 384
733 769 779
425 36 286
892 666 571
192 188 709
885 695 543
428 5 59
35 219 568
282 199 762
899 465 702
616 383 110
359 531 701
169 578 267
129 597 479
658 603 78
462 374 942
767 847 869
313 189 856
710 504 182
703 179 511
1010 897 291
396 358 117
980 341 972
175 860 147
790 556 839
818 620 61
685 251 392
891 290 608
719 824 683
248 452 978
83 75 43
935 578 259
116 880 492
421 747 787
295 13 18
953 931 1023
473 626 915
88 407 95
32 127 66
545 16 945
750 34 756
927 495 123
400 573 70
907 982 514
151 724 892
709 977 260
838 455 748
631 433 532
679 228 525
865 258 445
138 543 312
1019 160 682
855 533 376
543 855 441
434 440 859
778 888 478
765 947 164
429 896 863
978 635 401
916 230 336
449 698 161
822 769 631
1017 764 455
699 581 253
253 168 585
662 667 935
32 463 43
102 981 796
464 315 383
868 1015 83
510 867 830
53 286 52
349 95 981
209 97 775
726 477 882
947 297 941
392 901 112
932 345 54
821 579 356
550 174 1007
925 997 869
383 701 607
635 73 23
355 7 991
701 443 718
322 468 872
80 278 292
902 244 428
1022 429 200
906 857 525
828 245 861
626 1013 970
287 661 110
831 263 685
829 805 430
201 825 943
54 755 277
471 470 202
670 23 673
386 202 755
890 956 878
976 356 904
258 254 954
517 1006 456
636 576 80
34 824 284
387 248 379
173 674 813
833 447 890
428 904 682
108 25 233
111 94 402
241 111 990
396 302 671
278 204 672
669 677 982
600 101 606
370 622 108
431 865 550
123 973 181
444 132 966
624 184 740
531 695 385
328 252 749
29 965 743
935 593 513
790 905 394
506 853 107
24 352 875
456 164 115
800 641 1009
1009 1008 310
570 435 61
303 673 964
162 933 900
703 692 949
124 802 435
1018 714 907
340 170 996
1021 142 536
173 212 8
731 173 745
834 160 370
900 294 411
1005 288 762
498 413 747
347 1022 529
949 752 875
35 68 371
817 318 158
916 603 893
826 885 80
397 760 823
236 78 972
498 154 578
133 807 547
558 212 225
60 470 1007
566 757 1020
764 43 473
966 571 105
327 475 167
527 140 313
414 371 665
749 832 239
877 40 683
379 857 641
695 446 693
190 705 936
141 296 879
233 181 400
45 722 688
994 118 837
861 580 1006
766 488 231
422 39 243
852 388 283
560 309 362
913 904 656
862 898 608
480 866 433
12 843 1011
542 619 96
22 168 687
531 410 204
512 14 433
551 826 843
932 260 129
791 733 184
246 244 943
77 368 561
