1024 8192
847 287 314
482 557 604
992 61 928
879 479 195
199 873 954
577 673 209
95 118 360
344 220 855
295 358 100
701 824 318
604 158 904
830 544 37
600 476 480
747 603 934
284 1 37
605 542 167
717 1006 456
905 959 199
515 744 996
527 14 826
648 808 813
11 361 349
624 158 133
188 790 707
992 968 285
756 193 418
717 971 627
427 875 599
548 812 460
46 805 473
892 324 394
56 559 434
753 966 591
372 864 82
313 358 63
925 653 654
694 344 485
130 293 984
253 20 477
834 483 722
789 84 372
600 462 746
518 350 964
406 167 925
1005 960 196
762 263 11
140 32 284
54 31 954
6 168 979
898 1013 548
724 208 181
16 586 643
791 558 736
333 269 988
761 908 572
551 176 83
66 382 773
555 181 805
264 481 732
365 449 708
732 579 394
586 348 925
202 752 123
405 219 595
553 533 838
716 252 784
41 74 335
582 408 213
300 745 143
407 881 791
678 682 285
28 406 448
420 1003 405
863 446 172
1000 653 188
772 662 129
778 746 643
653 459 108
536 822 504
532 678 862
576 1018 125
608 845 426
519 114 730
151 474 276
588 119 132
179 371 463
320 759 4
901 794 240
461 228 644
401 1021 785
621 278 932
365 539 316
682 545 908
67 447 885
378 972 459
693 492 837
949 671 50
446 445 350
434 428 500
173 488 303
632 383 758
411 594 351
1014 88 709
627 3 549
464 328 750
594 69 472
444 535 406
398 368 805
562 405 458
763 6 273
59 492 436
148 716 732
198 511 854
182 871 572
1003 853 856
566 517 796
837 18 404
193 492 462
57 845 624
426 254 723
548 802 401
161 730 524
808 302 373
550 49 384
559 951 749
326 1004 419
914 820 498
182 844 242
113 889 27
803 841 114
668 758 430
653 591 114
159 484 743
518 886 473
138 418 471
860 25 350
1014 201 89
444 809 841
964 753 860
544 588 1019
751 511 475
631 354 739
442 439 190
136 837 808
982 554 486
768 726 427
969 527 759
197 763 654
363 156 772
729 962 452
602 708 414
492 167 24
261 461 219
529 681 125
988 473 196
253 570 245
89 562 624
257 206 183
527 860 575
840 925 386
271 64 788
945 542 933
735 394 570
242 310 530
677 318 412
946 173 407
816 862 319
776 530 64
863 338 936
383 228 957
1004 96 954
117 139 67
34 55 866
176 30 617
418 87 429
475 21 927
122 911 925
234 501 112
665 395 687
521 779 410
338 929 443
829 819 431
75 214 325
42 106 359
508 33 798
248 740 985
909 855 331
275 539 48
89 312 342
767 87 53
1 399 840
185 755 409
543 970 461
997 767 596
557 861 151
956 460 114
931 929 260
486 721 324
429 203 968
18 462 155
741 30 966
1011 867 925
536 641 332
584 491 456
576 544 610
752 222 307
887 341 501
877 612 251
392 662 335
341 80 126
728 733 758
170 653 822
324 973 870
847 547 23
998 298 150
936 153 964
158 877 692
496 278 471
4 406 793
273 951 930
571 631 321
480 36 142
684 683 255
174 865 904
827 447 201
84 493 256
234 1007 911
580 518 125
901 860 807
511 823 218
909 164 262
511 186 250
263 854 666
945 419 77
668 860 633
869 670 648
762 199 130
137 1 677
568 220 778
330 220 530
826 254 337
148 879 753
120 295 924
512 172 624
288 716 628
360 631 7
308 655 16
756 493 476
159 96 928
531 358 380
892 928 890
17 509 978
495 289 759
852 119 146
88 165 682
867 53 478
119 320 383
334 276 159
31 858 119
887 1017 236
335 809 715
550 432 528
573 830 913
170 937 758
940 938 1015
148 877 805
992 607 698
654 366 174
596 63 822
813 514 13
646 848 710
764 429 704
551 469 326
27 353 525
278 368 526
628 911 46
637 394 234
798 102 212
340 620 994
973 953 794
895 320 564
936 118 99
377 483 827
945 202 773
359 297 761
491 271 159
980 156 646
355 617 628
251 61 338
733 92 107
175 159 817
1023 713 291
204 364 77
183 422 143
797 556 160
573 829 900
239 987 501
880 716 1023
764 116 230
864 1003 445
861 220 210
352 9 112
544 534 79
785 62 657
213 945 599
584 256 750
888 709 23
875 93 282
953 47 441
798 694 800
13 913 661
40 469 543
77 268 399
177 307 361
1002 1014 332
529 381 378
344 878 867
230 950 377
755 0 560
140 611 266
773 879 38
925 1002 181
504 356 774
693 639 524
119 731 680
231 386 292
862 297 18
370 406 786
301 558 233
278 300 243
869 27 345
329 26 722
816 522 1007
21 529 404
561 730 899
153 204 544
429 497 120
298 601 197
412 899 703
619 759 251
951 996 430
51 85 919
841 226 849
850 816 854
396 1001 535
853 61 737
389 657 936
1016 280 163
707 689 967
901 734 421
236 151 229
618 325 313
209 536 267
467 928 126
288 468 915
403 528 1004
309 786 145
151 36 240
946 350 782
952 623 576
492 841 506
1 873 927
1008 547 922
996 107 509
172 552 511
261 568 112
1023 902 157
86 674 713
669 21 274
354 238 683
977 203 300
416 304 525
398 484 797
518 335 752
985 613 676
267 335 718
175 234 529
730 142 636
193 818 412
145 493 533
851 660 795
200 491 826
453 643 69
45 516 173
494 131 660
765 145 490
403 731 720
545 704 850
898 589 769
149 474 669
134 958 221
782 542 199
861 136 119
229 206 1013
763 259 459
6 550 110
655 51 941
646 847 519
777 206 826
599 422 516
331 447 909
742 921 282
429 1022 600
429 893 209
470 768 826
771 714 586
200 891 205
455 609 568
253 803 894
556 829 354
963 546 521
629 483 894
364 1014 650
265 664 827
211 236 938
502 580 251
194 1000 654
438 84 577
707 1 259
1004 90 792
309 478 942
432 310 832
475 489 362
372 546 183
488 1022 834
582 718 373
581 236 104
41 223 798
445 603 12
412 236 397
86 314 483
521 674 613
710 888 178
805 256 639
511 29 388
172 312 427
452 824 61
783 770 204
410 31 297
843 503 433
162 340 686
137 28 914
868 670 735
375 962 637
51 1017 697
786 990 918
129 275 264
954 700 353
1021 245 130
296 696 776
667 747 465
693 157 547
75 766 1000
542 200 660
651 113 473
355 787 249
925 627 630
44 755 177
454 693 410
32 168 485
262 674 758
350 525 887
829 554 998
679 655 51
5 658 952
168 447 234
0 716 120
648 225 1011
381 235 722
110 2 185
52 882 914
879 38 592
1014 522 764
682 665 230
278 807 808
422 905 518
95 364 574
50 29 348
890 136 129
50 329 938
607 959 221
401 561 449
500 135 158
1007 264 401
95 906 734
248 17 714
8 980 220
146 309 911
809 653 150
71 972 929
566 360 300
623 643 410
714 691 590
429 721 7
655 393 854
377 118 297
789 474 45
874 657 474
469 629 185
601 513 259
981 808 456
454 52 354
360 141 784
874 417 541
404 218 866
907 721 582
206 348 371
126 400 176
527 687 434
178 1001 865
606 360 1005
128 668 90
580 158 99
120 96 271
527 581 154
896 864 665
989 713 764
971 349 646
847 14 537
429 754 412
802 106 648
692 1010 228
599 713 672
742 160 270
348 422 959
195 418 471
169 507 269
42 677 998
625 414 644
749 255 217
734 199 206
1001 499 572
288 101 338
627 432 945
744 721 544
104 647 775
388 592 318
967 601 38
307 392 572
797 971 113
850 775 27
716 790 234
849 468 206
264 888 716
870 868 186
763 221 443
437 644 85
227 890 784
294 68 219
654 712 772
180 201 319
627 458 275
754 592 523
673 254 532
552 3 753
77 719 118
385 929 796
264 971 59
700 578 558
351 322 181
444 751 365
408 442 288
139 980 927
854 439 259
316 501 867
198 563 300
901 12 285
108 211 708
733 307 857
58 973 52
242 184 661
939 485 230
651 110 1001
764 155 521
457 370 979
509 184 234
244 891 141
970 994 453
570 312 275
708 357 681
412 315 785
611 94 250
967 177 137
719 766 792
840 102 346
64 67 742
691 857 223
998 159 99
753 450 1005
937 972 496
640 775 907
987 785 855
899 23 810
197 300 432
304 848 121
297 240 701
101 76 580
752 383 551
75 402 338
515 661 643
335 94 265
366 972 82
312 966 131
582 679 86
347 317 746
755 127 941
483 118 453
970 238 363
330 617 7
644 491 651
562 487 939
239 499 628
915 288 389
978 305 830
968 127 392
277 526 817
607 496 294
249 489 60
269 56 785
793 123 556
60 144 546
309 570 500
349 25 33
418 405 773
102 42 538
