1024 1024
711 564 98
72 966 311
894 815 312
535 364 134
485 258 181
505 822 956
303 396 706
146 897 395
311 655 830
650 355 327
581 126 879
647 178 598
808 256 623
160 471 1023
839 391 388
676 191 728
649 727 104
563 407 677
219 61 865
653 437 565
27 261 500
43 409 349
593 888 100
98 301 898
28 755 245
806 325 64
832 531 832
10 732 75
1023 798 869
186 602 531
485 261 713
1021 1014 388
952 743 333
980 22 899
834 783 513
859 624 345
296 1006 472
953 795 138
177 1016 494
1003 995 1001
8 400 341
613 817 659
1022 7 454
634 495 857
535 1020 302
526 122 438
326 628 647
879 587 497
888 179 170
110 530 80
49 797 987
279 722 832
628 788 927
861 299 374
648 261 637
754 810 362
769 624 958
418 877 524
675 789 921
626 605 129
188 478 598
679 461 693
594 854 448
557 350 873
242 265 445
125 479 281
670 620 743
74 811 212
896 232 664
147 12 866
816 335 958
41 427 750
900 468 580
227 0 468
857 735 4
337 430 27
863 382 45
781 128 537
79 575 364
151 374 928
673 815 510
783 1017 335
282 348 103
554 761 104
13 788 657
486 540 291
800 231 388
335 941 918
857 652 1014
466 736 801
1002 731 16
67 165 437
165 444 889
882 321 644
378 854 156
80 644 748
584 536 758
700 347 263
290 60 583
870 48 827
377 820 617
711 765 37
115 566 601
556 273 544
923 330 400
541 308 714
421 867 327
423 854 23
277 625 787
732 26 506
67 0 484
466 753 585
768 518 612
568 914 559
829 261 504
280 370 1004
621 737 131
285 819 848
479 99 157
46 706 875
230 993 427
687 846 414
198 34 854
710 332 560
1000 938 292
746 416 483
941 884 525
418 805 867
888 749 47
188 989 331
521 997 767
559 1 280
111 525 433
940 908 460
443 306 48
306 437 219
943 933 176
348 49 393
253 537 871
1007 937 102
600 514 697
120 571 457
298 308 530
753 292 35
560 689 678
82 318 292
780 464 674
305 79 591
374 1011 515
274 7 122
1000 1007 674
415 258 683
249 54 706
556 651 299
525 449 949
480 29 646
243 833 627
722 222 860
464 471 883
608 147 41
787 812 371
140 502 809
714 221 909
363 52 450
825 588 201
883 545 653
936 43 295
161 738 972
713 373 367
487 887 827
753 491 1000
938 890 709
174 858 578
832 363 934
993 475 881
161 856 132
415 595 795
802 770 481
531 727 988
693 407 304
219 924 3
972 665 870
614 484 548
669 917 548
176 19 181
788 416 621
914 612 524
1009 166 386
263 813 198
34 926 165
549 955 386
147 464 901
672 527 355
696 907 461
506 463 673
10 743 501
314 126 1004
22 440 526
632 776 799
466 34 29
24 389 494
543 376 269
304 370 927
282 785 347
391 945 902
133 291 809
173 828 713
675 831 266
490 61 749
997 455 23
167 656 288
415 1013 763
793 518 591
159 789 1024
174 969 822
605 78 171
719 519 880
849 185 279
187 1023 105
969 18 701
679 239 317
192 463 661
815 254 325
165 488 228
733 505 305
146 117 760
841 742 173
602 119 5
157 677 723
74 159 542
533 723 66
666 492 490
561 104 563
909 634 22
554 948 435
163 962 851
900 160 829
449 880 20
774 340 570
366 14 730
796 38 340
481 807 53
929 310 1015
904 559 648
513 79 358
314 290 1022
565 749 160
640 799 1012
661 640 467
443 149 737
899 945 786
163 1016 70
510 540 855
938 613 527
886 203 907
652 17 831
834 675 767
939 193 790
477 802 825
479 242 475
394 550 89
807 677 662
884 947 28
893 711 832
254 151 402
420 915 61
122 484 669
180 980 379
951 927 815
416 761 305
217 539 250
624 642 378
642 70 612
805 1014 82
952 353 177
182 723 899
870 987 317
650 257 801
647 453 567
926 333 812
872 765 708
435 965 702
203 147 593
706 285 659
467 866 925
498 937 539
758 813 789
330 348 771
524 705 656
759 234 951
279 94 348
84 288 874
937 344 337
47 378 728
348 196 1002
958 43 874
222 100 436
26 194 607
600 767 325
238 811 316
250 404 692
244 770 893
436 496 845
570 13 60
996 595 951
284 540 462
499 572 418
754 528 720
683 105 718
407 800 749
933 937 547
138 461 401
407 239 672
211 94 53
106 975 582
791 513 755
820 1 879
642 408 11
970 174 300
548 715 596
958 143 755
358 980 903
148 76 685
988 309 161
315 309 142
155 549 614
726 909 604
964 39 953
856 786 68
554 366 563
292 301 137
338 703 491
1015 432 335
473 376 575
130 707 299
836 771 523
965 324 359
64 783 269
594 272 393
887 273 937
401 717 435
71 306 375
289 964 338
96 125 804
542 628 232
585 306 568
114 496 843
426 937 295
250 229 332
849 239 783
590 791 441
919 473 621
383 181 1002
450 917 590
154 751 148
194 546 46
736 574 330
644 631 198
194 838 635
629 6 17
909 247 509
452 956 611
151 572 718
412 691 707
283 480 437
416 474 185
315 563 119
456 886 640
77 957 488
733 861 315
466 80 150
884 232 818
342 974 388
711 268 723
149 847 789
193 733 922
770 691 845
910 843 665
739 813 15
834 267 163
272 974 380
700 628 980
883 614 413
906 901 0
736 871 104
676 545 945
24 540 104
341 296 139
539 268 469
626 503 751
740 87 219
51 512 347
452 840 532
44 269 602
55 200 329
551 976 189
766 37 230
734 449 407
858 878 872
471 881 851
196 636 768
323 949 688
187 1007 939
787 835 730
225 532 533
883 798 19
284 470 557
863 164 953
141 691 739
451 999 380
574 375 204
41 947 253
97 925 873
957 408 904
928 651 644
551 236 162
718 543 693
804 411 305
915 273 129
826 183 200
115 404 727
637 21 560
211 219 469
233 637 243
31 373 258
634 270 711
681 974 504
626 329 227
39 133 710
796 560 479
522 40 523
578 952 752
214 215 616
890 652 352
900 964 298
834 907 17
74 247 506
989 56 943
903 893 992
391 693 662
936 88 218
420 175 850
489 271 107
854 487 730
652 654 834
817 390 220
259 211 175
155 966 416
607 801 950
77 982 667
941 421 178
441 22 687
522 131 25
482 762 641
584 159 203
52 45 651
594 512 934
853 389 816
927 784 219
7 84 950
980 570 82
652 950 774
675 87 234
46 567 583
690 319 289
791 1001 335
806 419 157
402 507 574
336 857 700
979 233 1002
550 187 965
552 70 410
150 166 427
89 426 319
842 511 1000
268 306 421
278 523 195
107 960 141
1006 455 477
108 158 871
905 793 444
720 240 678
337 728 304
0 338 184
7 859 842
676 377 626
815 843 162
65 85 390
929 697 779
788 448 465
39 306 508
991 372 833
530 419 854
239 972 718
35 212 828
293 155 441
980 887 869
60 577 602
198 275 784
217 288 150
1021 1005 555
717 140 591
744 462 179
429 639 358
468 572 869
298 486 873
919 13 585
325 445 52
547 852 401
314 555 153
635 407 919
231 540 517
11 187 945
311 54 822
930 519 883
383 723 303
906 132 955
32 431 205
583 860 587
577 930 303
701 941 220
78 58 801
544 852 544
378 551 793
813 444 988
364 468 787
387 742 243
631 306 336
54 423 760
265 777 984
78 397 734
239 262 499
515 887 688
897 13 715
122 226 944
633 785 675
8 702 613
136 327 474
295 462 320
637 745 682
895 545 121
845 127 751
528 362 441
146 18 203
517 45 475
836 533 35
175 525 733
967 713 769
442 436 987
350 943 921
56 297 566
86 552 669
673 345 831
362 425 721
62 355 843
492 476 748
883 166 950
872 636 375
74 800 136
124 380 458
754 803 377
395 301 625
437 504 700
179 329 397
407 877 815
873 962 797
668 767 815
856 186 94
950 334 307
306 158 940
255 509 201
319 240 201
870 59 358
465 511 483
685 929 782
735 916 911
335 393 786
119 614 599
573 475 931
941 760 143
70 435 198
354 773 95
820 363 394
13 664 352
292 634 102
207 753 660
545 650 225
672 187 68
190 20 64
290 512 581
20 977 747
432 629 576
40 656 140
497 554 1020
962 671 722
691 957 679
880 95 306
979 669 674
550 389 49
52 848 811
99 350 743
852 100 738
628 438 838
544 156 792
846 869 1005
695 642 964
66 535 312
135 282 902
232 3 755
287 124 1008
102 687 814
935 89 462
510 374 174
744 438 626
481 889 483
113 62 933
422 169 734
635 722 720
946 932 848
139 170 562
516 120 49
229 38 178
975 721 880
735 10 193
65 22 872
544 155 671
885 347 868
901 949 668
298 132 1001
263 921 814
902 872 532
454 636 31
542 723 662
618 898 102
804 60 377
977 636 759
266 630 477
251 410 174
779 507 823
382 815 646
989 82 969
20 227 913
922 647 7
414 356 618
669 518 662
948 279 938
693 523 662
19 980 128
704 437 499
519 217 145
638 902 518
195 865 190
269 990 428
593 935 376
588 655 777
381 133 587
808 1018 582
458 940 239
357 727 697
30 81 148
842 343 84
600 680 786
679 888 970
748 498 381
339 130 662
519 815 427
846 19 454
1006 395 196
295 114 38
74 350 903
910 232 705
878 172 689
815 933 352
386 36 154
363 156 31
66 833 163
282 100 489
852 388 600
490 949 311
212 848 245
83 300 505
90 128 238
301 809 725
378 239 263
8 704 687
145 995 600
433 243 308
288 697 1001
119 676 389
977 832 339
979 858 21
816 836 901
397 555 347
861 140 604
1019 377 372
586 1016 285
15 803 159
489 682 843
150 369 613
995 783 989
197 246 477
237 476 556
654 934 616
702 432 152
535 573 882
233 488 834
598 325 225
660 530 706
689 198 588
693 1009 438
253 388 523
597 232 652
686 766 789
412 22 155
887 499 662
134 997 416
211 798 58
498 520 545
146 128 854
538 635 230
2 234 13
23 95 943
195 36 84
284 680 258
985 304 918
1019 667 306
349 325 275
387 680 780
353 916 27
60 10 467
384 784 869
606 871 683
30 945 623
245 298 592
75 582 438
204 231 857
247 664 795
296 691 171
340 779 479
765 889 998
39 622 990
511 980 532
728 514 419
751 862 99
536 668 125
491 419 771
17 842 28
290 632 682
579 79 296
568 304 760
643 348 1006
330 604 687
941 791 349
148 133 996
644 787 146
975 132 523
670 318 534
358 717 588
50 766 250
854 256 621
173 127 18
590 547 478
471 766 619
849 318 801
538 856 866
14 995 544
434 888 57
477 27 420
686 956 990
927 17 255
482 563 107
391 482 374
399 325 791
861 354 268
111 235 389
24 925 683
316 875 941
344 283 338
248 771 140
977 611 98
974 379 389
174 316 583
462 86 134
839 593 706
989 493 506
409 416 638
998 177 332
916 64 886
919 30 649
256 833 714
177 636 811
606 132 814
506 841 940
365 631 401
867 506 975
893 521 650
754 189 46
153 44 1015
820 81 477
767 775 833
811 875 14
636 773 974
1013 640 58
947 900 586
271 886 683
598 67 996
755 298 388
829 556 819
292 971 876
196 765 360
238 98 494
665 562 778
549 850 929
60 831 212
715 833 657
146 647 619
726 90 89
464 137 508
29 660 189
704 736 821
266 160 177
692 603 539
313 635 426
9 653 852
932 298 197
901 740 491
916 828 47
350 813 95
703 1002 455
430 267 353
911 212 115
920 453 634
367 946 355
848 271 369
575 855 50
810 714 722
156 875 402
475 121 910
719 761 692
168 591 924
53 711 919
405 989 42
206 445 782
874 335 499
35 521 496
574 68 966
942 222 257
236 1015 911
125 463 243
628 913 928
601 810 828
478 789 993
1018 471 797
93 212 955
239 134 224
994 732 377
601 736 439
498 189 826
1015 310 488
617 430 180
434 984 340
238 734 205
959 838 972
232 43 706
206 440 418
843 111 723
552 1018 186
828 684 993
906 849 29
477 647 212
171 176 20
154 43 188
367 957 862
872 658 522
329 725 698
163 788 517
232 856 848
402 879 1000
941 920 618
629 793 455
562 253 412
425 622 180
429 540 366
273 294 618
106 120 780
717 235 165
731 841 361
835 531 663
419 791 827
924 394 523
1007 74 581
579 577 707
365 234 276
216 990 305
131 951 848
522 234 519
998 606 660
183 756 728
160 339 192
475 94 673
853 848 650
879 675 201
175 249 181
717 128 260
24 577 164
48 203 701
838 898 186
662 555 117
604 98 321
655 679 96
291 374 711
294 507 777
517 954 155
784 229 679
441 103 310
255 318 87
691 567 519
102 449 428
407 307 84
609 429 779
207 324 860
848 216 520
533 227 763
674 835 253
883 739 819
685 207 572
265 641 594
332 825 978
317 365 858
72 506 304
878 681 794
117 130 537
516 273 182
485 803 577
720 368 974
582 25 45
379 573 336
375 877 197
483 460 779
584 560 161
951 886 1000
39 675 990
692 972 14
87 682 836
914 653 631
17 920 10
174 19 991
423 401 543
232 143 831
348 157 754
732 85 231
201 800 463
1004 488 132
611 478 623
909 880 549
71 961 161
436 429 502
761 786 371
741 939 576
329 653 319
159 1015 348
888 497 357
593 374 552
980 670 256
449 646 106
769 346 44
321 266 650
1010 689 537
176 590 444
965 606 953
617 34 488
992 72 636
334 776 85
836 665 575
133 782 569
374 216 629
554 19 989
505 452 833
3 120 938
365 918 271
486 738 71
442 314 1011
589 870 906
977 322 116
346 715 922
355 334 887
145 426 764
257 593 752
321 147 30
778 479 727
663 190 741
270 1004 357
245 699 686
322 1002 953
774 880 270
1003 657 441
729 724 235
258 840 1008
946 515 975
123 100 87
384 886 250
185 280 844
904 998 844
1010 538 590
811 372 552
957 553 708
660 271 627
787 1000 744
956 872 269
177 581 476
726 263 536
33 725 673
504 501 711
201 886 492
345 894 993
232 802 119
1015 960 711
971 331 391
444 489 234
406 512 805
551 872 873
848 878 408
123 368 920
314 425 600
