1024 262144
588 451 -585
580 967 -579
449 588 601
653 715 116
967 821 909
619 920 -1001
825 506 -758
576 354 -589
823 24 776
735 52 658
164 556 -522
771 512 0
935 529 971
942 58 659
456 666 -408
589 760 -658
846 398 583
84 360 -82
506 187 -552
265 537 406
0 155 -435
221 515 973
777 601 1003
598 953 -178
322 876 -488
732 4 468
891 929 -460
237 439 77
587 651 -85
983 239 849
923 223 -347
487 374 254
162 744 -686
150 846 -443
608 458 -771
708 200 274
589 154 -971
60 272 -709
773 935 207
582 253 601
812 640 -924
469 160 103
420 21 -940
62 159 253
825 862 696
204 989 944
545 235 -718
553 948 -87
206 727 245
42 851 929
551 1009 521
997 8 -359
272 720 988
223 723 999
147 216 -1001
864 65 -410
670 375 -242
880 626 -128
364 554 468
866 576 -1016
1023 22 879
114 785 -715
812 437 808
392 21 -578
153 135 -881
603 526 -960
664 618 -588
611 540 234
157 404 521
325 324 -386
498 783 848
804 966 -685
810 900 997
120 878 -539
616 794 794
789 836 251
20 365 623
273 874 -358
958 179 -370
370 337 -19
562 555 119
959 563 -257
893 526 -127
80 910 105
38 111 -325
1017 4 -534
1015 316 216
902 362 162
1002 850 802
483 163 -556
0 551 144
93 334 327
229 564 -713
934 366 549
148 273 -876
999 962 615
444 742 622
694 717 -467
795 978 -757
154 590 -135
385 844 -767
400 81 898
290 264 -552
870 394 -36
64 878 -55
1012 476 -1018
866 784 -86
171 735 -102
431 831 499
773 219 181
334 81 -687
195 642 851
916 834 853
1012 263 -786
569 860 -340
612 804 177
301 773 562
903 47 -976
643 693 518
801 357 -1014
694 202 -93
519 952 846
740 640 618
542 942 339
573 334 -421
940 343 -850
204 830 97
942 715 103
490 502 -135
571 353 194
139 893 1018
103 496 371
660 478 -406
418 267 -568
64 412 409
679 188 747
84 668 -184
765 812 405
453 528 -740
1020 823 872
704 481 -770
865 376 -153
630 340 -837
704 897 324
317 48 -771
418 770 -525
156 739 106
298 653 321
996 502 -245
780 216 727
844 247 -595
549 681 -471
323 664 1021
523 978 -374
693 37 686
793 51 -666
368 962 -760
133 865 110
626 757 197
25 848 -164
741 548 806
796 714 -356
316 655 147
224 928 -1007
978 957 -636
759 288 759
266 684 62
560 461 -215
307 1 -940
234 339 -164
620 968 -984
151 156 -104
675 625 -971
246 510 -250
866 630 -408
236 817 -447
429 172 800
307 612 -189
752 308 -683
81 729 469
234 636 -395
495 554 522
679 189 518
901 851 -652
569 320 -1008
289 315 -219
