1024 1024
752 78 -166
870 665 -418
176 341 -565
895 29 25
954 174 923
442 702 -988
1002 759 145
507 957 -329
347 865 318
609 612 317
894 222 -1009
246 932 -122
774 412 -543
456 835 673
617 881 208
159 414 -851
361 818 -9
396 149 963
791 63 954
340 820 894
61 399 613
599 83 13
832 205 293
778 781 -922
579 617 -950
870 443 79
39 698 -66
227 634 -431
553 916 75
346 984 -7
11 208 -444
462 936 -180
933 274 38
971 423 -128
279 24 -653
683 54 254
827 483 -473
116 915 -376
710 702 750
955 349 110
464 246 -660
789 254 743
37 198 305
344 536 -420
592 898 -427
243 231 526
471 732 555
235 938 730
868 420 207
55 981 -732
545 490 -652
275 739 -70
452 96 -923
544 446 859
186 952 741
221 363 -265
431 37 626
646 786 -809
716 518 -317
188 922 307
452 376 157
168 786 -521
466 1013 830
844 121 -895
257 933 -303
980 860 682
790 177 -730
316 498 -173
219 945 949
16 252 -610
806 950 644
319 1007 -746
762 768 1022
36 315 934
204 64 -530
478 626 878
735 983 -754
915 298 -984
112 801 -646
654 107 -17
620 346 739
315 735 306
393 986 -891
181 495 -137
549 561 306
286 59 -533
400 192 610
2 153 300
728 222 -390
736 702 -401
394 774 829
158 955 -667
634 49 23
707 631 -209
227 533 -203
695 183 211
312 219 -120
867 1021 -549
756 315 560
712 340 -475
851 709 641
21 397 -562
787 952 -713
326 348 -440
109 350 160
122 8 717
251 591 -818
817 581 -3
875 392 -682
843 772 480
799 436 -485
423 299 -853
402 858 -534
551 624 472
810 7 -498
768 917 325
231 509 171
1020 13 312
179 992 56
192 13 1002
475 485 -906
36 306 605
95 217 62
237 424 -640
351 249 -886
308 422 -632
887 254 734
250 932 -790
730 457 -247
203 75 142
778 147 -400
526 574 126
714 439 -766
701 966 -12
791 70 -162
437 141 -699
123 13 -332
311 505 537
685 193 368
532 852 -155
464 179 339
149 618 18
744 424 156
743 441 -407
757 899 277
497 441 953
347 13 -582
480 716 -501
698 14 -788
303 736 546
712 956 -666
731 458 -145
951 88 -67
838 61 401
116 59 -150
1013 431 -130
495 267 731
532 980 -961
276 388 -627
350 912 399
583 189 -179
175 412 66
964 465 310
985 445 -32
260 1000 202
308 34 -946
250 138 258
186 894 -673
297 658 -975
28 70 1023
721 933 353
761 334 492
846 66 -35
484 707 -143
740 68 742
1005 978 674
829 213 471
229 378 -947
12 618 -168
1010 765 -616
980 380 999
722 146 -350
471 444 -991
701 455 1012
74 686 651
947 88 116
701 1010 -147
78 7 -821
775 217 750
806 501 -226
691 9 692
535 886 920
880 66 -139
435 397 925
189 466 710
4 803 547
838 387 197
155 637 -154
360 167 -236
764 57 -650
956 124 256
696 902 376
465 404 205
907 578 421
757 735 643
683 437 -770
844 637 617
298 613 936
813 770 388
925 743 485
568 707 361
27 164 806
770 636 286
876 389 427
160 971 443
570 518 -577
419 388 -830
14 664 -1018
941 273 528
854 401 237
525 875 -899
398 482 947
647 349 -99
579 432 83
910 164 -47
828 456 806
458 798 1024
112 142 258
576 794 -534
551 486 390
365 54 -731
732 338 -484
70 718 818
139 479 -916
556 939 -748
966 795 867
185 271 -912
543 810 555
299 864 318
348 410 -744
941 519 224
92 992 -484
966 838 697
863 503 -843
837 84 961
29 471 -248
827 480 -525
1011 47 915
479 836 -156
919 661 -628
317 11 -497
533 54 285
597 1005 468
979 829 613
228 916 -78
340 661 -237
804 699 -905
889 986 257
154 153 166
426 1002 550
202 90 -847
281 171 -990
419 909 628
482 337 -275
272 1012 303
65 992 1015
791 426 561
943 665 116
160 958 850
13 515 259
106 620 -265
555 233 548
836 241 644
101 703 274
106 784 -659
38 104 933
686 86 152
410 690 -963
1020 562 931
320 865 968
730 436 -295
366 279 -564
71 69 -249
642 228 25
240 777 -446
639 341 647
795 280 -605
308 245 -396
890 986 585
239 637 185
493 452 -702
116 710 -180
306 154 -176
975 887 823
435 679 -131
195 8 -314
961 714 142
935 350 484
778 96 267
96 270 -758
380 557 444
722 230 -509
147 405 -253
183 1004 -231
719 594 -914
957 887 605
499 643 791
339 576 38
544 980 7
22 132 -841
16 644 393
458 207 -1
498 570 114
114 946 596
262 893 -943
950 45 -985
784 992 578
356 403 -138
568 925 -305
704 571 962
467 695 828
73 744 -713
34 158 514
206 623 -689
854 60 115
919 480 -258
844 329 -903
425 256 -450
242 580 -209
29 552 -345
20 406 845
14 573 130
5 634 862
232 651 115
75 739 502
171 844 -373
629 911 909
225 563 -648
696 941 23
517 0 -428
768 465 222
921 542 410
271 245 -329
506 401 347
790 705 -991
950 477 -589
837 485 347
478 701 -533
1005 311 699
402 443 144
267 105 -787
742 940 -877
930 569 357
819 131 -176
538 747 -741
181 539 705
969 100 -835
928 618 -530
15 246 -867
727 532 -59
283 196 -805
511 64 820
121 287 741
266 5 134
219 576 -768
337 538 -274
134 416 944
435 515 -986
307 667 326
594 829 480
710 753 -520
168 810 253
895 719 494
106 189 369
521 291 -1018
249 840 -188
491 20 113
876 907 -623
942 260 -65
462 644 405
233 281 -226
85 789 375
694 939 -667
495 314 -534
192 115 -778
133 668 505
903 914 -175
335 401 -800
785 734 -656
302 6 -739
703 793 196
752 976 -762
977 626 701
192 653 437
373 230 363
637 843 -827
147 873 -659
838 169 258
485 50 -775
942 522 6
532 575 794
483 163 -32
442 175 -926
529 942 -825
982 256 177
555 323 -41
224 966 327
38 134 -528
933 885 -778
442 798 237
965 807 237
171 393 -410
534 828 -428
13 540 -373
356 406 -904
605 61 696
715 531 -532
862 477 -281
880 27 429
522 897 -312
173 940 677
783 94 -1004
881 682 80
429 701 1018
728 616 182
746 511 46
256 377 442
629 133 155
466 251 -115
281 110 200
579 490 949
837 89 362
600 646 -644
809 963 -168
828 94 243
612 865 -872
932 279 -182
976 184 -1002
692 945 -82
40 196 96
936 696 637
121 861 328
951 600 -905
320 519 669
818 356 206
200 815 666
348 941 990
186 969 196
569 16 707
387 343 531
445 461 -867
414 1001 141
785 853 -91
841 605 577
811 635 -211
712 492 -47
791 980 345
941 729 -566
587 478 -202
640 156 211
93 886 430
610 294 -100
461 900 -743
446 425 -49
57 226 -632
643 704 386
744 44 -458
343 85 160
61 546 906
439 883 -956
127 68 12
895 177 -716
78 761 243
767 389 714
950 724 -701
80 1022 -393
413 276 133
307 244 -227
670 362 834
607 267 441
7 816 305
534 326 945
252 4 740
324 294 -1010
1003 1007 751
312 835 783
494 499 379
606 661 -71
945 867 476
266 665 909
189 806 -646
35 360 -643
743 478 -775
708 938 1018
9 945 -152
896 398 359
499 809 378
706 966 -487
342 788 -968
664 458 473
734 910 -377
787 686 281
615 384 -965
424 885 -322
33 19 -715
726 766 975
373 882 -76
523 757 326
107 727 568
470 989 717
1003 1009 -272
739 563 773
4 155 -991
436 328 242
375 321 -697
729 109 545
44 294 235
462 635 -579
888 161 217
446 130 666
224 341 -42
371 868 -336
261 739 537
265 1022 -379
747 78 -317
556 587 854
405 392 -277
435 820 -887
436 430 601
663 8 -290
109 605 -813
798 677 413
506 531 -440
1008 647 975
224 840 254
233 90 -721
976 106 767
96 628 -933
184 504 -775
848 132 -783
583 1012 -683
839 692 -60
544 999 -390
107 391 339
986 727 377
168 388 -460
426 912 -205
887 856 576
148 536 295
690 114 -347
303 974 699
320 952 -63
131 801 -151
1000 729 909
431 258 653
571 842 -814
523 353 -935
363 643 99
267 343 -1017
148 638 -688
587 558 -279
583 482 306
196 713 -974
827 936 570
732 744 -761
896 655 827
880 695 -269
541 945 -1021
104 299 109
810 48 -494
800 958 -785
191 794 -12
684 604 246
430 923 330
314 980 -829
409 780 632
372 754 664
478 656 629
145 902 -529
195 21 -899
817 512 -889
718 1016 97
457 66 52
624 1009 -754
978 796 595
193 352 -1012
760 541 -105
334 930 485
780 887 655
655 544 225
399 378 385
687 880 -692
868 915 -556
711 87 -335
29 486 614
153 120 -220
761 958 621
426 991 290
495 768 -116
13 599 -58
792 391 900
634 227 532
503 323 -674
740 48 806
187 207 -383
709 991 73
934 549 -661
903 486 -818
400 547 575
997 774 -934
745 584 888
725 851 946
89 347 -410
943 808 -785
1019 236 907
366 495 472
16 940 474
436 997 -573
576 177 79
318 1012 -835
1022 1010 -544
268 551 -44
939 952 -649
409 741 793
636 779 556
368 331 -157
157 669 -844
270 774 -853
176 638 658
163 929 957
152 854 186
101 671 39
331 711 -28
166 881 98
796 596 683
200 301 -350
347 483 -595
201 554 -817
213 125 379
230 111 -996
377 888 624
556 941 554
541 993 745
846 437 824
555 357 628
310 522 -135
835 742 787
171 441 923
566 232 701
994 17 358
905 48 -700
415 495 393
673 485 406
683 848 -499
732 506 238
873 950 -490
209 42 -674
370 796 -424
513 402 632
593 839 -2
522 472 163
331 153 647
279 441 -990
889 270 400
568 328 -213
641 574 -403
518 668 -21
756 937 619
546 357 -87
133 716 468
105 240 -1007
563 723 -338
669 592 730
369 194 491
368 398 132
505 707 -1003
86 542 591
252 924 486
968 425 -238
483 200 -593
461 726 -882
353 766 -432
842 477 844
991 346 -519
835 802 -128
445 472 675
984 945 -747
684 455 -596
82 1006 -451
615 994 204
199 212 92
957 807 -132
729 945 891
854 92 -457
126 494 -681
627 545 686
532 772 -402
524 956 -327
306 390 758
349 548 -874
830 55 -850
548 212 -568
330 54 445
990 400 -746
630 724 -260
774 543 -401
914 11 266
631 82 -9
460 1003 -862
312 794 -155
971 948 475
720 577 889
518 809 -312
491 994 -800
302 462 -540
847 863 -413
957 565 -165
430 666 -741
658 835 -996
846 471 -397
534 947 209
208 272 1021
314 655 -479
712 209 -116
951 557 -751
820 391 -731
611 869 873
391 928 487
703 579 737
863 444 57
884 820 40
940 953 662
31 450 237
551 413 -133
976 747 7
335 237 -510
605 304 60
929 168 -874
1019 1014 549
464 170 -23
162 340 611
533 179 -880
132 452 -1014
847 741 666
54 60 54
266 575 -108
654 308 603
542 18 -207
922 158 -264
404 676 -196
366 618 -270
660 116 -838
169 219 -478
507 129 347
1005 522 991
725 538 20
112 576 687
919 752 -276
211 327 855
672 491 -705
583 463 -556
548 654 -101
624 708 662
964 931 -373
706 944 219
112 990 397
648 664 -651
479 41 -341
994 214 294
157 76 71
73 652 -381
812 502 263
113 301 427
615 404 -611
937 878 46
309 13 -937
262 693 -867
912 752 -247
676 698 467
36 597 729
219 269 313
271 465 -916
182 319 -764
475 257 -10
160 359 192
268 942 803
542 852 799
606 281 -77
922 961 912
762 251 -937
395 694 617
224 869 -688
267 104 -939
714 216 313
673 795 460
860 72 -1023
664 594 -99
193 792 639
338 663 -562
569 570 -638
496 898 -176
640 641 92
44 340 144
891 640 347
751 409 778
556 928 491
527 219 413
674 446 639
583 966 189
852 313 433
94 802 -517
186 712 547
885 918 468
446 1023 -347
911 66 -659
253 782 574
588 312 263
716 99 503
662 633 -870
319 910 -1005
986 894 -580
451 116 -391
621 467 743
577 782 960
939 34 -349
307 168 767
1015 36 -999
634 864 -65
583 741 -780
769 868 215
810 754 534
250 44 -625
384 715 -235
642 484 201
14 700 487
672 48 697
233 635 196
546 288 -343
939 94 971
238 186 -718
796 558 -11
168 797 617
899 803 -545
838 201 917
806 718 37
988 873 518
492 132 -746
532 421 831
711 90 1
107 388 261
939 873 -700
104 44 -73
416 349 615
643 246 427
63 970 254
373 464 915
174 313 -609
356 450 -853
884 86 141
303 1009 -270
321 261 121
833 972 936
58 528 -358
870 926 451
638 400 1009
775 571 867
495 971 451
205 521 435
726 577 -395
676 789 166
358 268 -541
175 974 -117
1011 63 809
56 668 698
156 961 -910
339 575 -756
563 706 -370
152 404 -165
440 315 -85
826 46 -521
155 246 -353
877 139 -83
612 716 491
614 669 798
116 1005 -385
274 682 -204
565 1001 -701
566 712 -1019
716 23 -176
657 637 507
978 1001 -434
355 941 895
135 446 556
688 228 -937
908 723 -976
835 465 -289
332 302 -995
712 139 493
1010 360 554
174 58 -865
722 36 -806
734 795 485
26 35 911
981 382 -326
709 582 -1009
61 323 -28
926 529 857
13 922 915
194 437 -481
211 300 765
384 617 -999
455 988 398
282 459 -299
388 238 850
644 356 373
185 961 -89
126 251 186
16 516 273
136 932 -211
241 426 -357
843 219 -813
399 486 -466
314 397 243
544 614 -105
588 433 -510
184 719 -521
162 91 -505
929 120 559
43 207 437
138 437 225
838 714 -326
529 756 -945
202 463 600
90 5 784
121 702 -69
764 934 947
840 750 253
318 479 808
899 291 1019
58 443 569
317 672 529
77 105 -696
137 649 -206
15 281 634
339 59 896
939 894 11
850 240 749
999 407 578
687 372 -263
881 930 388
64 669 567
28 289 -523
777 761 227
800 1007 -242
986 68 593
29 496 746
838 354 711
843 358 275
817 16 95
155 154 -85
489 867 -589
112 730 808
132 933 -120
141 495 -601
1012 1016 345
866 268 -261
927 775 437
925 874 797
859 715 639
210 30 -794
494 615 751
552 85 374
311 485 -379
43 604 9
640 113 217
136 354 -913
473 384 821
392 557 -518
951 416 -622
155 222 -158
689 705 166
896 444 775
676 184 341
184 1007 786
711 186 862
494 896 952
457 661 -237
459 504 -882
208 635 351
444 154 -225
473 677 120
258 1016 -498
754 318 -846
757 818 -382
835 158 272
53 656 -159
547 177 -322
446 305 -503
409 357 914
875 941 414
286 1018 228
856 952 650
791 131 -788
261 927 -1006
856 54 -341
932 43 -803
965 577 -999
566 955 -758
272 450 332
717 363 663
844 380 -110
936 901 -441
845 628 -102
181 365 -35
754 341 -904
417 444 -499
337 331 490
590 961 -449
573 1000 -589
58 693 -484
111 504 -418
159 720 -240
533 88 -803
955 440 -390
