1024 65536
907 372 -183
851 535 349
401 421 -964
757 324 -117
898 536 -562
198 627 -350
974 482 -923
754 655 513
449 683 115
159 110 -1011
881 72 -583
826 447 -583
627 962 548
284 507 633
902 120 842
415 345 1013
734 447 -552
910 794 74
760 732 -919
226 723 -469
552 743 -430
193 717 -906
95 644 -478
656 888 -205
304 911 426
818 267 276
950 374 311
478 458 -719
395 422 -23
358 264 -580
986 393 -582
867 72 534
691 784 -20
814 298 575
931 361 -775
778 1004 835
347 196 711
211 12 -334
556 487 -313
634 740 779
984 919 -910
558 569 -701
179 141 -270
32 808 774
419 922 989
769 195 276
73 750 -635
488 949 -230
543 624 155
669 256 -738
295 519 485
965 961 354
672 280 819
279 300 -757
383 979 -313
201 399 795
323 840 -96
409 436 -612
993 873 -115
858 915 461
487 354 -193
182 179 67
337 903 -678
325 862 -253
254 105 -49
480 215 1012
897 169 -511
825 683 421
477 470 -505
344 482 168
798 769 -582
380 427 212
887 899 -846
718 880 -1015
831 442 -756
67 302 -444
258 136 -434
104 358 803
28 734 -688
207 236 -245
892 823 -678
233 681 -426
785 87 709
10 381 118
491 686 -843
848 804 696
967 987 631
598 528 -495
231 12 278
239 481 364
931 157 -544
407 222 770
696 485 -869
723 716 459
157 866 0
993 968 -291
485 814 -395
465 955 183
519 735 -808
209 53 593
574 696 170
452 243 293
194 631 -834
950 315 791
494 79 -386
788 553 -243
130 585 43
954 533 882
537 244 -136
630 52 -10
677 819 -76
215 689 -147
951 422 -580
498 598 -32
863 996 45
222 691 905
32 665 -422
150 288 693
298 703 -204
927 947 -473
820 257 -418
737 314 348
690 519 315
129 692 -1016
438 425 308
602 308 -481
1010 921 875
899 149 806
220 437 818
744 776 227
176 1007 -29
539 864 694
63 415 -859
210 911 -138
771 718 821
448 780 -760
659 713 -1017
958 136 -722
465 193 977
889 595 -8
900 463 -507
89 852 -92
302 426 -917
937 332 -142
33 628 -78
953 589 965
881 179 145
864 608 -44
417 27 -383
810 405 273
514 903 443
736 211 428
772 931 917
1021 607 1009
284 151 333
994 878 -885
106 537 630
252 474 -969
482 958 816
133 457 -686
984 396 -191
957 791 -965
713 608 100
267 182 860
474 756 186
480 632 -486
470 491 686
702 183 380
706 883 555
189 881 117
261 233 -21
660 231 -186
832 0 368
73 814 -426
672 569 9
371 741 -991
464 181 -424
597 455 -424
245 132 563
119 223 -371
290 843 -998
191 372 -831
693 9 -752
728 878 301
106 356 -152
932 751 623
726 459 80
690 180 473
330 871 -336
424 197 -756
651 305 -375
288 1002 631
425 24 996
577 922 -59
682 582 172
116 685 712
223 445 310
673 704 223
538 523 71
82 1001 -652
22 45 -472
1000 637 261
550 959 787
382 260 599
14 488 -201
762 64 348
318 449 -883
825 591 85
702 870 -374
722 862 -192
472 319 -387
497 699 826
747 649 745
500 904 27
560 811 -830
864 661 -877
578 113 -908
41 984 -352
365 830 -389
419 76 -229
541 93 684
85 837 -905
782 868 201
430 242 -986
401 506 -61
978 442 420
400 701 -1003
13 963 969
887 836 402
437 398 105
498 499 427
117 996 543
197 75 435
113 132 224
261 658 95
930 841 -973
508 6 -335
1001 807 -179
340 301 765
53 591 -867
789 498 690
661 921 824
328 147 229
725 820 -700
222 589 -757
742 1001 -992
565 667 518
127 784 -38
81 928 -649
498 760 17
1003 941 513
542 781 915
285 213 992
973 920 -437
785 325 -537
957 549 -796
1000 491 768
219 1016 1021
124 6 724
385 827 -801
20 769 -176
240 320 -151
694 782 783
1015 34 553
552 699 -202
899 795 -219
91 602 -164
180 934 998
810 705 272
189 804 -189
120 282 850
107 327 -397
261 376 900
350 961 -356
463 933 713
416 785 -301
776 483 469
18 363 -231
294 275 -437
285 218 134
437 334 859
182 951 -287
872 478 775
525 541 -502
730 70 -801
303 325 836
993 547 -829
933 275 -976
857 256 908
942 364 -18
996 432 827
902 643 -479
449 542 131
915 402 35
456 540 208
804 760 1002
341 853 36
267 590 -646
460 834 585
973 554 -504
26 337 940
539 660 753
178 201 -690
716 315 87
324 55 300
820 874 262
490 55 151
991 21 185
69 347 457
227 656 623
897 154 562
444 463 -414
272 270 52
249 285 376
4 111 906
530 130 -626
416 522 -857
538 757 -38
596 740 -207
845 933 210
141 617 -100
524 340 -400
1013 405 299
336 306 26
819 639 -599
315 210 877
854 780 -383
563 629 660
976 471 605
455 166 442
681 756 -756
176 39 -634
128 985 463
290 422 -724
969 672 673
421 642 456
680 253 712
444 822 -596
220 449 192
576 652 502
766 193 29
1003 308 -543
842 486 -661
243 847 -703
118 388 983
584 840 941
42 844 763
340 284 515
418 444 293
846 539 611
600 82 888
637 223 934
950 449 -428
1003 581 -797
550 933 -637
301 687 22
597 649 355
508 296 -125
996 835 -612
736 799 -513
435 995 -71
125 328 692
249 129 405
69 432 -682
800 884 256
270 130 -20
554 684 -411
435 429 658
265 490 -733
8 517 -10
238 963 729
66 21 -843
440 411 524
635 982 54
175 234 -756
90 170 -433
115 492 937
239 553 -951
47 546 395
315 932 809
363 49 -298
869 347 379
407 884 -527
1014 681 234
748 917 -487
91 571 -455
716 771 -599
568 434 100
645 74 797
309 24 -258
932 973 -878
1003 843 1000
959 472 416
562 834 -956
636 288 898
193 556 -322
800 786 909
782 152 591
122 667 206
562 452 -909
907 343 699
110 990 -314
926 842 600
471 283 -651
523 459 -384
904 340 -211
331 928 -88
764 936 -947
38 314 -665
793 714 387
889 987 157
2 697 150
152 1018 -447
48 123 559
520 792 547
856 707 -660
443 266 -942
778 679 436
102 503 764
1019 571 860
149 963 -802
81 925 -823
383 956 220
232 396 852
375 16 -871
707 632 152
758 764 -445
109 574 -458
78 411 -260
700 303 692
742 815 -29
672 407 -188
634 276 -428
230 630 56
76 370 -525
196 802 147
175 8 207
164 825 -332
375 378 -93
465 722 -632
67 301 445
354 23 -178
270 886 -146
973 133 574
935 958 321
970 374 725
293 756 287
922 381 -783
625 609 214
252 713 567
651 30 -935
693 95 -53
506 864 503
688 583 -735
0 819 -257
504 551 389
400 954 92
375 604 538
854 44 -286
442 670 -627
257 449 -94
777 985 -697
565 981 58
923 11 195
192 103 279
954 260 464
794 844 556
387 814 124
534 876 177
314 1002 821
388 899 201
284 858 -503
887 828 406
869 946 791
371 334 102
296 898 873
909 1012 310
21 573 -498
183 782 102
547 364 -281
515 464 492
912 980 982
551 79 -303
39 531 947
587 251 748
220 525 1010
907 494 -721
185 210 -43
388 584 -676
331 743 198
786 369 -612
632 143 -404
226 33 7
511 782 -511
774 81 449
304 725 393
491 280 540
729 890 62
652 675 447
427 1013 -820
483 276 512
143 400 746
637 344 177
213 532 985
1005 741 -137
672 371 223
950 308 -103
914 313 -993
599 876 -348
308 506 137
659 340 886
673 641 566
717 887 -776
624 236 378
897 654 -128
926 566 -235
370 919 700
697 930 79
740 18 871
546 550 751
621 285 272
882 936 303
315 986 735
741 117 690
307 346 -595
113 894 827
264 61 -375
238 479 -134
122 1023 -5
614 879 566
368 199 655
89 792 -633
497 834 -176
40 333 113
396 302 -108
249 142 200
9 678 305
506 894 -848
903 391 -5
945 147 -938
135 999 -774
440 765 632
260 712 813
523 218 -981
478 605 -712
735 969 -866
865 379 749
697 617 -287
761 825 541
776 620 -482
656 903 -632
331 777 -264
583 425 612
437 448 -969
442 568 369
623 348 -516
981 688 -590
149 832 863
124 250 724
162 702 -111
118 401 367
894 293 -673
521 863 -382
88 770 562
444 118 952
593 490 -793
147 914 192
629 470 -906
385 229 1021
586 912 -373
979 116 -395
200 857 -261
363 279 589
957 591 236
675 406 -129
164 198 -94
909 699 886
305 266 260
475 885 726
588 834 0
459 810 566
310 431 -252
530 84 -577
229 422 -718
518 919 -621
866 949 681
252 764 -705
72 979 -60
133 21 15
314 762 -229
955 514 311
445 422 -294
441 189 236
996 58 573
535 776 291
567 540 891
164 245 -1016
610 719 879
139 542 1010
497 425 519
242 831 -929
261 488 -718
503 97 -392
1010 732 -649
393 858 547
670 437 -216
296 139 -619
6 940 895
510 67 9
226 163 -189
417 451 -545
327 89 -879
491 527 -805
798 590 878
8 322 129
737 108 820
159 818 -770
404 729 225
107 568 -982
939 187 448
987 811 259
979 807 545
931 345 -386
563 766 -555
336 366 -400
224 851 -48
580 641 956
599 526 -149
781 910 -988
660 388 -684
602 560 759
140 706 -427
295 687 -210
173 229 -922
1021 713 213
884 1010 567
824 466 65
25 487 -275
473 426 354
59 667 159
140 107 -761
14 947 194
340 142 -380
430 63 160
294 255 59
101 273 -558
597 379 -406
221 613 779
984 790 244
508 210 223
976 24 -690
897 461 364
248 41 321
813 96 130
26 431 212
294 240 -210
576 143 -652
73 827 -591
901 741 -265
140 241 -650
112 199 424
202 872 -686
791 342 -978
97 208 834
654 617 752
656 753 -200
812 441 176
476 767 -642
414 989 -34
29 341 687
