1024 131072
981 492 17
116 1000 -304
809 368 -150
811 791 -992
216 555 -53
719 735 920
618 705 24
410 264 -250
922 841 46
229 434 -516
483 815 -16
487 844 -321
870 179 532
397 870 978
946 679 45
417 319 224
553 903 454
184 891 -138
552 538 841
888 847 407
376 914 862
216 795 164
81 661 40
840 333 -717
915 263 -169
47 676 -957
663 521 -768
403 722 371
993 147 -853
550 809 857
83 64 -303
182 264 1020
610 688 -645
852 95 67
728 893 -217
837 381 90
1003 664 -89
304 556 700
649 851 352
700 551 -126
657 438 506
935 292 40
430 482 825
464 595 -603
633 121 781
142 623 -434
983 379 666
575 844 882
555 636 -315
595 332 -91
814 439 -225
255 914 540
849 654 715
28 1011 -447
958 158 -543
302 273 -470
29 545 -288
214 725 546
945 612 307
536 9 41
927 824 -174
799 909 -851
915 213 -447
680 878 -517
235 669 -932
752 944 -368
935 497 107
442 609 -813
148 788 899
229 550 360
537 146 -873
547 24 -340
626 768 -580
758 245 590
382 702 601
505 1019 -478
291 196 551
586 818 -947
217 307 -360
419 962 976
812 945 775
91 615 935
940 552 -536
387 389 751
737 102 276
366 517 942
571 65 -830
346 171 467
834 274 -138
370 696 929
669 498 -213
729 272 -539
847 145 403
194 843 434
184 139 104
747 348 -499
478 626 -711
258 731 -664
940 880 961
592 630 -971
670 703 933
937 700 -603
867 713 769
584 819 -125
794 1020 -843
80 919 -1024
60 59 532
672 119 986
77 509 -563
668 213 252
431 900 388
595 709 523
829 568 583
279 661 917
663 717 -256
607 653 -665
819 338 -684
720 267 924
482 86 879
782 360 -586
222 435 -58
976 773 -560
552 606 -572
504 13 -238
274 717 -456
709 790 824
596 779 -695
416 535 880
230 289 -159
546 930 372
963 869 -86
455 816 -136
351 710 -161
621 484 846
102 624 212
1000 83 242
892 681 -803
860 963 -460
246 575 -246
521 975 273
347 10 85
856 352 -773
236 187 -211
213 539 -708
835 172 -663
960 584 -322
250 469 -478
646 212 -546
392 402 -438
218 396 82
905 13 794
960 111 556
685 296 735
715 774 -1018
929 332 -942
83 43 852
973 313 -931
30 765 389
334 242 -476
414 262 771
502 815 -366
988 707 -314
439 140 -905
750 229 183
90 926 -908
442 774 -184
297 568 -199
645 337 473
356 517 -210
739 66 267
883 815 -519
391 202 948
109 297 -668
246 1021 -616
670 946 -346
775 866 -651
764 832 -879
331 401 833
660 554 -52
359 315 728
693 456 333
715 184 85
952 804 559
822 131 419
1 540 262
535 849 183
715 972 598
705 437 702
34 113 66
919 770 208
582 386 422
216 906 484
276 877 119
27 5 -641
447 204 -306
410 645 -182
424 236 -634
729 435 153
188 719 -809
748 339 739
502 480 -321
73 455 619
117 382 611
159 617 -711
484 278 590
829 69 231
302 933 169
250 77 -974
599 858 513
501 961 61
642 945 828
834 176 284
587 298 -133
860 801 -119
456 704 468
947 688 950
680 857 -148
328 780 -935
268 806 -122
728 221 473
217 263 -567
121 575 181
302 67 -83
72 629 713
654 455 -504
493 35 445
948 858 -218
580 908 383
659 1018 396
320 156 -440
608 147 553
332 903 403
724 1021 760
834 793 -470
531 368 -911
621 97 -886
507 116 -824
778 583 195
550 138 289
962 267 282
331 31 594
67 310 871
518 574 -618
338 70 680
26 101 675
275 313 -308
886 562 131
125 185 -842
472 335 211
901 659 -883
460 950 71
417 168 -329
751 531 673
449 494 -165
464 291 -810
631 29 -156
311 314 757
895 928 -742
1001 518 874
76 388 789
870 171 -255
778 645 -930
173 621 764
782 833 99
447 438 371
988 812 -783
689 279 49
749 860 502
296 679 921
936 718 -254
579 551 -820
547 338 -1001
992 985 -741
1009 568 -823
738 576 -542
977 860 725
946 155 -87
395 856 579
361 926 753
293 468 155
87 817 494
832 739 1004
993 173 -422
940 354 397
867 753 349
411 188 867
841 933 -46
210 875 1024
267 917 526
1016 304 786
604 80 553
1004 176 281
847 66 164
308 611 329
435 759 -174
363 26 -136
515 84 -388
218 452 387
198 1020 72
541 849 -496
486 158 325
812 816 796
968 168 -302
425 197 922
283 422 754
366 996 32
872 761 697
328 425 61
323 862 889
159 916 -193
433 25 846
868 1017 87
228 809 -94
156 73 -922
584 111 -846
415 428 -516
771 371 -295
247 140 918
262 43 375
1013 962 631
222 911 -695
780 473 925
789 282 331
942 555 40
203 413 -220
288 690 -216
43 949 820
221 911 535
829 98 366
512 468 777
212 250 590
789 764 124
222 104 -319
391 835 -367
384 504 -78
614 76 -866
918 494 -550
250 704 -118
783 519 53
620 1006 -151
965 1004 -275
113 417 -109
753 341 -366
954 811 801
193 713 -89
1016 715 751
672 102 -169
158 290 384
5 353 624
442 1013 -413
10 664 706
256 786 -948
239 25 525
388 508 -714
692 481 -131
143 534 727
637 280 -528
542 336 -587
829 261 -831
1003 277 -60
270 880 135
223 344 -526
819 498 493
804 207 252
224 537 -890
335 431 -842
874 573 -367
539 605 24
311 711 533
170 756 220
831 799 352
109 339 -131
156 506 458
610 577 -416
101 843 184
659 515 358
340 968 -965
456 472 505
14 319 603
275 916 -298
471 372 -563
331 266 828
92 468 -322
932 884 427
123 657 487
601 690 -858
722 313 291
818 453 -610
1010 519 978
712 495 989
926 498 -238
949 511 991
731 379 409
320 718 228
302 954 591
79 584 286
862 549 453
332 937 -279
839 122 698
635 420 -355
922 1008 194
0 832 136
101 684 -461
643 714 187
71 22 -805
70 663 -519
73 378 800
181 279 -100
804 475 -10
957 308 579
500 124 231
344 688 -458
112 735 -551
948 528 728
899 779 11
217 517 253
1009 886 -258
671 289 659
761 885 -763
174 261 -127
577 919 749
19 165 -526
243 429 210
654 548 397
986 626 -244
372 809 -991
237 73 596
389 882 284
0 443 383
69 93 -579
812 637 191
722 836 745
663 919 969
964 579 -67
914 720 -1011
739 895 837
744 955 -603
166 576 -693
309 638 -804
126 737 497
482 3 456
642 391 -887
30 139 335
297 664 485
110 198 30
503 31 966
676 884 -746
127 301 157
890 119 646
836 859 -821
689 634 -10
107 281 -885
725 341 648
125 622 693
99 363 152
396 177 834
63 260 -844
564 697 -575
248 23 -38
513 835 398
