1024 4096
352 372 -81
36 781 -612
730 390 264
643 817 -905
393 293 992
234 174 -648
977 89 569
766 788 232
197 1001 -771
785 713 -429
587 778 103
346 334 -436
624 729 -532
966 825 648
694 168 -166
920 334 -53
136 183 639
222 115 -829
878 863 836
613 348 -355
463 740 603
472 404 -716
291 330 63
510 913 -411
563 556 820
864 68 -976
383 432 -2
873 782 604
352 420 -824
484 576 113
784 651 -583
600 186 -387
469 767 -313
196 811 -28
497 420 -532
963 716 -423
55 620 -462
115 970 -496
763 1017 -962
475 169 803
264 985 336
853 512 214
120 303 1019
417 288 -862
375 615 953
168 658 358
708 415 -634
879 357 -836
995 178 -373
838 727 889
919 271 -1020
336 907 -944
125 474 590
364 818 43
764 283 -503
258 908 -684
346 462 -17
589 173 -346
151 250 -201
877 141 -586
217 607 1015
192 529 343
492 693 985
571 1003 35
238 81 -102
925 369 661
317 252 -575
39 919 -362
583 731 291
548 938 -639
363 674 933
72 606 -587
21 73 1000
72 150 -998
118 693 -219
259 735 674
413 199 1011
345 15 -420
739 130 -976
958 355 115
856 793 942
248 90 -600
691 176 -949
1020 23 411
393 216 -785
904 543 230
224 42 -682
566 128 630
148 579 -836
297 667 -380
886 64 260
305 771 730
928 609 -478
256 994 -239
649 343 82
544 423 -904
472 435 735
877 443 810
383 276 18
944 600 65
933 327 893
947 504 441
761 31 799
90 325 -969
407 259 -331
8 559 -885
288 726 -527
1000 629 745
251 345 780
303 621 934
375 426 328
419 702 614
598 311 -594
889 567 -432
585 732 764
862 526 378
834 560 -703
711 752 391
340 529 1003
162 24 166
303 538 715
27 891 1
259 220 -211
767 473 -286
943 736 -88
551 399 503
118 312 245
322 210 -114
29 623 -575
427 638 539
445 212 -259
21 260 -139
561 889 -173
124 709 -88
987 770 -569
936 220 88
866 257 672
61 96 -127
974 403 839
352 308 -694
591 135 -516
533 383 -130
402 226 266
316 945 -93
148 542 729
545 275 330
871 696 -782
110 676 647
668 968 612
733 672 696
603 365 681
755 247 -261
859 178 366
763 820 -427
411 993 -641
746 100 -191
82 773 -18
502 523 -1020
72 267 -535
579 826 462
892 650 -392
405 434 201
588 765 -854
340 41 626
360 619 404
402 982 -640
909 700 -740
5 933 270
179 633 -990
490 395 563
196 452 -272
50 720 -301
462 274 648
56 140 722
792 806 409
150 178 298
35 371 -703
728 215 -828
192 80 -995
21 605 527
272 730 895
873 85 -913
765 574 762
435 139 59
676 988 886
589 972 96
519 160 623
433 889 824
171 320 35
538 980 209
452 966 884
553 191 620
185 618 277
566 87 140
257 626 492
992 472 -931
631 453 -142
847 1014 321
145 347 -856
988 1016 546
320 261 -935
489 165 -728
624 763 119
784 441 155
383 579 -445
773 375 -403
203 540 33
158 842 262
384 823 -370
540 629 -383
1020 352 950
721 428 -391
267 142 670
556 1018 436
228 1023 126
998 576 987
824 875 208
367 999 346
805 80 -228
216 123 -464
709 122 561
953 533 -867
438 335 -491
447 986 91
419 977 -717
736 344 -626
802 404 -636
319 674 267
399 704 -91
487 728 -696
576 864 -548
786 309 83
861 463 -796
782 823 185
307 9 446
305 62 346
191 500 -984
204 422 -816
155 742 -369
788 1020 695
135 963 0
457 702 893
164 999 704
656 580 -174
232 797 269
624 992 683
160 985 -721
913 204 357
524 330 135
959 615 -68
570 597 -400
530 333 -623
244 199 915
98 995 -58
787 860 693
257 645 -847
472 411 971
888 169 442
301 572 -704
513 628 42
369 133 -804
784 600 902
22 906 -252
941 649 438
173 581 -120
724 529 -639
8 703 297
753 546 -184
717 481 883
583 284 -31
850 344 -922
94 853 62
1020 1018 908
609 419 -549
1012 570 944
823 502 813
661 485 -89
899 495 663
847 980 878
847 873 -478
716 928 -219
283 415 -524
117 66 522
402 550 -232
817 9 -419
46 656 557
207 406 778
846 358 50
838 21 -137
130 851 546
649 580 11
810 828 -474
664 67 -419
993 742 -905
173 161 947
859 801 -810
84 118 187
7 786 -842
934 515 -967
501 130 -708
714 1 931
947 558 -388
73 5 839
814 507 -175
848 606 -711
933 833 -547
703 0 941
172 571 -237
568 883 -684
512 501 -353
68 364 906
990 864 882
780 291 -528
467 4 -666
127 879 599
466 205 877
545 439 -765
886 155 744
417 222 750
829 671 697
975 90 -788
771 453 -138
544 12 32
880 954 -26
501 553 -789
781 419 -386
140 86 895
847 914 -684
135 296 -560
359 411 -555
293 733 -612
875 801 477
716 631 462
451 896 479
932 686 -980
927 431 1019
286 499 -825
604 229 580
582 591 -149
96 800 77
288 668 -738
151 868 1012
153 764 892
344 257 64
129 1015 -55
960 45 -390
484 874 871
453 796 91
737 501 -511
898 490 -465
355 923 -656
651 966 -512
910 721 997
902 850 407
241 917 842
504 359 -230
703 573 100
251 92 -933
85 165 717
905 204 -296
40 194 -570
624 491 215
614 371 -782
35 657 866
106 650 -303
635 444 -887
369 433 474
903 643 823
430 480 -617
765 628 124
298 101 706
291 413 -335
743 261 738
805 120 -506
867 60 -86
208 591 585
522 985 -477
324 310 -830
351 52 -134
79 870 579
947 768 -906
270 421 933
433 226 -229
988 682 259
394 710 -257
275 822 476
202 1002 604
526 571 915
797 674 -680
27 51 -859
48 622 935
787 349 -208
346 902 323
701 334 -166
411 189 784
704 185 -760
968 494 926
656 918 38
417 738 780
326 489 -993
316 529 179
907 417 -454
106 132 668
407 470 -609
574 1009 -20
180 467 615
196 406 -121
118 87 260
17 960 -880
148 13 409
799 830 376
770 660 -968
969 304 49
441 798 181
88 817 998
423 679 -927
1001 603 419
127 431 -338
613 82 421
