1024 4096
478 942 627
20 928 0
618 382 895
58 657 525
943 807 893
295 681 407
130 676 43
670 797 464
317 806 947
555 785 893
806 976 198
77 528 430
615 909 119
976 522 642
633 671 864
577 59 644
975 830 974
46 276 461
759 578 272
825 175 531
866 556 321
147 93 1010
538 280 556
1002 368 428
670 757 406
622 17 554
762 141 656
445 69 1002
900 526 624
741 312 866
233 910 488
406 938 297
298 66 755
272 646 759
42 664 921
348 880 405
431 605 323
99 351 738
653 572 773
293 269 694
278 325 747
179 169 421
358 520 747
696 100 780
935 275 308
487 680 638
319 11 397
432 147 550
166 267 45
310 929 279
738 686 873
180 656 582
513 266 629
793 760 450
23 656 70
785 809 79
894 896 721
462 767 29
1022 716 693
520 662 116
723 65 740
118 493 58
1022 890 403
12 658 992
547 478 509
697 330 592
558 602 639
483 864 351
851 412 109
243 653 387
397 138 263
990 174 411
864 699 731
695 1000 523
149 150 894
980 562 216
529 465 321
986 584 445
1023 303 788
334 890 312
828 376 975
362 112 643
812 436 433
260 558 378
48 72 997
396 450 995
759 621 51
657 211 358
111 838 862
496 931 305
100 469 204
1013 474 792
353 887 210
418 622 362
833 639 636
614 346 226
188 801 99
840 378 14
845 739 4
258 532 708
0 427 205
786 1005 441
795 236 159
825 951 537
382 546 695
392 411 130
664 658 944
717 36 446
162 12 734
890 466 764
649 390 811
52 461 828
183 689 704
282 765 596
647 60 693
273 117 846
420 1022 912
117 754 775
209 77 743
154 27 420
982 854 300
528 276 228
847 557 458
725 837 724
112 546 1014
818 790 737
253 893 843
939 916 726
798 88 617
811 169 742
971 424 297
416 57 133
661 70 559
964 633 495
392 199 14
508 598 637
723 662 568
657 618 439
743 467 981
925 680 763
194 378 349
169 329 264
786 112 112
907 263 901
347 602 847
287 778 436
396 873 252
973 538 969
445 899 839
40 335 83
403 898 719
735 1 625
884 936 1010
149 167 154
675 994 72
449 304 786
270 113 438
723 865 858
225 773 285
457 202 871
464 671 924
160 346 138
689 304 296
366 640 347
893 925 463
824 852 858
689 1014 710
679 229 60
78 769 1023
170 962 262
794 677 930
28 679 762
543 508 81
161 286 512
236 452 908
679 521 946
903 436 544
439 1001 813
931 1016 1017
880 24 567
957 515 221
65 792 400
616 573 867
224 1015 742
664 541 153
59 331 367
240 937 864
584 829 31
142 487 244
825 145 873
801 533 755
995 710 485
590 316 908
414 443 624
890 782 981
348 257 752
742 192 528
210 770 247
167 725 382
257 803 301
1021 498 722
908 141 735
672 567 572
738 471 534
323 171 514
436 286 512
492 115 109
830 194 441
824 144 854
673 590 750
993 712 271
61 98 499
357 566 633
287 1011 467
914 787 984
728 135 627
439 786 755
515 127 7
734 103 945
254 896 259
842 202 1005
794 384 670
350 870 381
153 54 99
79 387 574
554 98 401
130 329 897
686 877 960
751 710 862
465 552 934
599 580 715
612 780 737
98 506 900
651 842 793
610 794 578
676 421 686
491 869 300
49 766 533
532 391 577
32 1019 596
938 360 17
611 788 392
913 548 623
557 504 152
92 705 799
59 365 636
385 596 842
371 468 944
1005 542 247
846 444 587
301 750 191
362 385 417
1012 242 159
940 582 962
222 285 897
815 953 530
325 388 203
377 815 596
485 351 355
638 932 676
436 989 75
700 45 483
26 552 303
287 45 805
427 147 148
356 928 990
582 90 127
715 223 954
1 762 560
763 920 25
661 601 449
17 232 395
667 741 254
159 748 72
108 49 537
30 428 724
1001 374 927
371 226 423
211 78 927
368 270 32
